Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/27  19:00:00,1023.45466452,96.4735547807,505.396069611,0.0,100.150657288,191.61365848,345.202499231,279.859857126,56.6466996096,8.69594249533
 05/27  20:00:00,931.695405226,96.4735547807,514.130213026,0.0,55.6251445156,124.558693486,401.577777308,336.234957419,56.6466996096,8.69612027977
 05/27  21:00:00,932.10763745,96.4735547807,514.953534548,0.0,55.6251445156,124.558693486,407.855874196,347.998112159,42.4850247072,17.3727373293
 05/27  22:00:00,927.145275918,96.4735547807,520.377357159,0.0,46.0930336215,124.558693486,406.064083852,369.044113518,28.3233498048,8.69662052926
 05/27  23:00:00,932.710770528,96.4735547807,525.144491398,0.0,46.0930336215,124.558693486,409.688900862,378.15898143,14.1616749024,17.3682445301
 05/27  24:00:00,923.313295648,96.4735547807,528.352065868,0.0,46.0930336215,113.312780494,399.458197265,385.098786326,5.66466996096,8.69474097801
 05/28  01:00:00,915.735362571,96.4735547807,532.213720672,0.0,34.9616554283,113.312780494,406.526155005,392.166757879,5.66466996096,8.6947271659
 05/28  02:00:00,919.445701659,96.4735547807,536.234413082,0.0,34.9616554283,113.312780494,421.36251879,398.3281535,5.66466996096,17.3696953293
 05/28  03:00:00,922.894628725,96.4735547807,539.972805058,0.0,34.9616554283,113.312780494,418.150462791,403.790752565,5.66466996096,8.69504026448
 05/28  04:00:00,934.217950671,96.4735547807,541.112574459,0.0,44.4937663224,113.312780494,410.717655944,396.357803617,5.66466996096,8.69518236604
 05/28  05:00:00,926.307420077,96.4735547807,540.967529662,0.0,44.4937663224,113.312780494,427.843883116,396.311408533,14.1616749024,17.3707996798
 05/28  06:00:00,981.139976691,96.4735547807,529.737636566,0.0,54.0258772165,176.889270242,358.432109286,321.413141071,28.3233498048,8.69561841059
 05/28  07:00:00,969.672076316,96.4735547807,509.661287432,0.0,54.0258772165,184.38654557,347.094778601,295.913989709,42.4850247072,8.69576418548
 05/28  08:00:00,1034.50226988,96.4735547807,494.567866502,0.0,65.1572554096,220.04316451,339.038915771,264.957217455,56.6466996096,17.4349987067
 05/28  09:00:00,1013.83419799,96.4735547807,483.02107899,0.0,65.1572554096,212.545889182,301.446029409,241.463007483,42.4850247072,17.4979972191
 05/28  10:00:00,1012.51788579,96.4735547807,475.445092137,0.0,65.1572554096,220.04316451,327.112982912,229.96894671,70.808374512,26.3356616899
 05/28  11:00:00,1011.1347848,96.4735547807,474.15563222,0.0,65.1572554096,220.04316451,319.358853343,222.217702731,70.808374512,26.3327760995
 05/28  12:00:00,1010.37791473,96.4735547807,474.079975948,0.0,65.1572554096,220.04316451,297.821052572,209.450052389,70.808374512,17.5626256715
 05/28  13:00:00,1002.82148479,96.4735547807,473.543989788,0.0,65.1572554096,212.545889182,282.186677808,199.204906465,56.6466996096,26.3350717333
 05/28  14:00:00,1004.98561835,96.4735547807,474.350138991,0.0,65.1572554096,212.545889182,242.226241332,173.408885991,42.4850247072,26.332330634
 05/28  15:00:00,1006.95051003,96.4735547807,474.596721249,0.0,65.1572554096,212.545889182,221.913501323,147.704491752,56.6466996096,17.562309962
 05/28  16:00:00,978.757124739,96.4735547807,473.127280631,0.0,65.1572554096,220.04316451,264.987444857,153.682649168,84.9700494144,26.3347462753
 05/28  17:00:00,930.844529348,96.4735547807,472.53396519,0.0,54.0258772165,184.38654557,271.300005861,168.83424394,84.9700494144,17.4957125069
 05/28  18:00:00,900.065107102,96.4735547807,472.602082424,0.0,44.4937663224,163.454314868,311.170171244,208.830008351,84.9700494144,17.3701134783
 05/28  19:00:00,897.136905861,96.4735547807,472.640078085,0.0,44.4937663224,155.95703954,296.2115454,230.869566262,56.6466996096,8.69527952878
 05/28  20:00:00,876.611409771,96.4735547807,472.420693363,0.0,44.4937663224,124.558693486,344.889822584,279.547696713,56.6466996096,8.69542626134
 05/28  21:00:00,875.355049476,96.4735547807,472.117999726,0.0,44.4937663224,124.558693486,358.228294633,298.371978901,42.4850247072,17.3712910245
 05/28  22:00:00,864.066489103,96.4735547807,471.289162568,0.0,34.9616554283,124.558693486,377.915071755,340.895857667,28.3233498048,8.69586428298
 05/28  23:00:00,881.546942681,96.4735547807,485.503414749,0.0,34.9616554283,124.558693486,397.986992945,375.129308155,14.1616749024,8.69600988681
 05/28  24:00:00,892.27716438,96.4735547807,507.308773492,0.0,34.9616554283,113.312780494,412.528469481,389.491218504,5.66466996096,17.3725810159
 05/29  01:00:00,900.870390268,96.4735547807,516.322348507,0.0,34.9616554283,113.312780494,410.575605183,396.217405459,5.66466996096,8.69352976301
 05/29  02:00:00,902.356144335,96.4735547807,517.93590442,0.0,34.9616554283,113.312780494,423.441173281,400.408538117,5.66466996096,17.3679652036
 05/29  03:00:00,902.323263719,96.4735547807,517.936686573,0.0,34.9616554283,113.312780494,417.747187414,403.388382613,5.66466996096,8.69413484026
